Date,Datestamp,Australian Dollar (AUD),Euro (EUR),U.K. Pound (GBP),U.S. Dollar (USD)
29-Apr-2013,2013-04-29,1.0312,1.3113,1.5522,1.0
30-Apr-2013,2013-04-30,1.0368,1.3072,1.5485,1.0
1-May-2013,2013-05-01,1.0367,1.3072,1.5569,1.0
2-May-2013,2013-05-02,1.0231,1.3191,1.5574,1.0
3-May-2013,2013-05-03,1.0271,1.3114,1.5555,1.0
6-May-2013,2013-05-06,1.029,1.3107,1.5538,1.0
7-May-2013,2013-05-07,1.0193,1.3107,1.5534,1.0
8-May-2013,2013-05-08,1.0187,1.3135,1.5503,1.0
9-May-2013,2013-05-09,1.0237,1.3142,1.557,1.0
10-May-2013,2013-05-10,1.0071,1.2988,1.54,1.0
13-May-2013,2013-05-13,0.9996,1.2973,1.5372,1.0
14-May-2013,2013-05-14,0.9989,1.2977,1.5277,1.0
15-May-2013,2013-05-15,0.9892,1.2864,1.5204,1.0
16-May-2013,2013-05-16,0.9861,1.2890000000000001,1.5211,1.0
17-May-2013,2013-05-17,0.976,1.2869,1.5249,1.0
20-May-2013,2013-05-20,0.9771,1.2853,1.5198,1.0
21-May-2013,2013-05-21,0.9826,1.2866,1.5152,1.0
22-May-2013,2013-05-22,0.977,1.2923,1.5092,1.0
23-May-2013,2013-05-23,0.9614,1.2888,1.5087,1.0
24-May-2013,2013-05-24,0.9686,1.2939,1.5118,1.0
28-May-2013,2013-05-28,0.9649,1.2938,1.5108,1.0
29-May-2013,2013-05-29,0.9539,1.2952,1.5068,1.0
30-May-2013,2013-05-30,0.9674,1.2944,1.5154,1.0
31-May-2013,2013-05-31,0.9649,1.3006,1.5214,1.0
3-Jun-2013,2013-06-03,0.9635,1.3008,1.5253,1.0
4-Jun-2013,2013-06-04,0.9733,1.3092,1.5293,1.0
5-Jun-2013,2013-06-05,0.9617,1.3067,1.536,1.0
6-Jun-2013,2013-06-06,0.9443,1.3118,1.5449,1.0
7-Jun-2013,2013-06-07,0.9504,1.3259999999999998,1.5576,1.0
10-Jun-2013,2013-06-10,0.9504,1.3209,1.5541,1.0
11-Jun-2013,2013-06-11,0.9407,1.3273,1.554,1.0
12-Jun-2013,2013-06-12,0.9418,1.3277,1.5661,1.0
13-Jun-2013,2013-06-13,0.9463,1.3315,1.5671,1.0
14-Jun-2013,2013-06-14,0.9581,1.3303,1.5645,1.0
17-Jun-2013,2013-06-17,0.9625,1.3337,1.5708,1.0
18-Jun-2013,2013-06-18,0.9514,1.3374,1.5619,1.0
19-Jun-2013,2013-06-19,0.9485,1.3406,1.5639,1.0
20-Jun-2013,2013-06-20,0.924,1.32,1.5453,1.0
21-Jun-2013,2013-06-21,0.9233,1.318,1.548,1.0
24-Jun-2013,2013-06-24,0.9202,1.3086,1.5354,1.0
25-Jun-2013,2013-06-25,0.9252,1.3134,1.5448,1.0
26-Jun-2013,2013-06-26,0.9269,1.3024,1.5358,1.0
27-Jun-2013,2013-06-27,0.9318,1.3032,1.5284,1.0
28-Jun-2013,2013-06-28,0.9275,1.308,1.5231,1.0
1-Jul-2013,2013-07-01,0.9194,1.3037,1.5223,1.0
2-Jul-2013,2013-07-02,0.9172,1.3017,1.5194,1.0
3-Jul-2013,2013-07-03,0.9083,1.2959,1.5254,1.0
8-Jul-2013,2013-07-08,0.9051,1.285,1.4906,1.0
9-Jul-2013,2013-07-09,0.9137,1.2857,1.4856,1.0
10-Jul-2013,2013-07-10,0.9189,1.2813,1.4899,1.0
11-Jul-2013,2013-07-11,0.9295,1.3044,1.5112,1.0
12-Jul-2013,2013-07-12,0.917,1.3034,1.5109,1.0
15-Jul-2013,2013-07-15,0.9107,1.3012,1.5054,1.0
16-Jul-2013,2013-07-16,0.9194,1.3118,1.5104,1.0
17-Jul-2013,2013-07-17,0.9215,1.3136,1.5222,1.0
18-Jul-2013,2013-07-18,0.9179,1.3093,1.5219,1.0
19-Jul-2013,2013-07-19,0.9181,1.3123,1.5253,1.0
22-Jul-2013,2013-07-22,0.9223,1.3166,1.5333,1.0
23-Jul-2013,2013-07-23,0.9258,1.318,1.5348,1.0
24-Jul-2013,2013-07-24,0.9253,1.3246,1.5351,1.0
25-Jul-2013,2013-07-25,0.9164,1.3202,1.5282,1.0
26-Jul-2013,2013-07-26,0.9271,1.3259999999999998,1.5405,1.0
29-Jul-2013,2013-07-29,0.9257,1.327,1.5390000000000001,1.0
30-Jul-2013,2013-07-30,0.9072,1.3284,1.5313,1.0
31-Jul-2013,2013-07-31,0.9037,1.3275,1.5196,1.0
1-Aug-2013,2013-08-01,0.8969,1.3236,1.5165,1.0
2-Aug-2013,2013-08-02,0.8909,1.3203,1.5146,1.0
5-Aug-2013,2013-08-05,0.8909,1.3257,1.5348,1.0
6-Aug-2013,2013-08-06,0.8977,1.328,1.5358,1.0
7-Aug-2013,2013-08-07,0.8957,1.3305,1.5448,1.0
8-Aug-2013,2013-08-08,0.908,1.3359999999999999,1.5511,1.0
9-Aug-2013,2013-08-09,0.9118,1.3373,1.5532,1.0
12-Aug-2013,2013-08-12,0.9203,1.328,1.548,1.0
13-Aug-2013,2013-08-13,0.9127,1.329,1.5453,1.0
14-Aug-2013,2013-08-14,0.9099,1.3243,1.5483,1.0
15-Aug-2013,2013-08-15,0.9166,1.3297,1.5578,1.0
16-Aug-2013,2013-08-16,0.9147,1.334,1.5642,1.0
19-Aug-2013,2013-08-19,0.9216,1.3344,1.565,1.0
20-Aug-2013,2013-08-20,0.906,1.3392,1.5661,1.0
21-Aug-2013,2013-08-21,0.9037,1.3384,1.5665,1.0
22-Aug-2013,2013-08-22,0.8991,1.3323,1.5574,1.0
23-Aug-2013,2013-08-23,0.9009,1.3355,1.5603,1.0
26-Aug-2013,2013-08-26,0.904,1.3361,1.5603,1.0
27-Aug-2013,2013-08-27,0.8959,1.3338,1.5516,1.0
28-Aug-2013,2013-08-28,0.8924,1.3347,1.5463,1.0
29-Aug-2013,2013-08-29,0.8973,1.3266,1.5507,1.0
30-Aug-2013,2013-08-30,0.8947,1.3235,1.5501,1.0
3-Sep-2013,2013-09-03,0.9033,1.3172,1.5575,1.0
4-Sep-2013,2013-09-04,0.9097,1.3171,1.5612,1.0
5-Sep-2013,2013-09-05,0.9161,1.3202,1.5615,1.0
6-Sep-2013,2013-09-06,0.9131,1.3117,1.5565,1.0
9-Sep-2013,2013-09-09,0.9191,1.3194,1.5673,1.0
10-Sep-2013,2013-09-10,0.9275,1.324,1.5702,1.0
11-Sep-2013,2013-09-11,0.9289,1.3268,1.5771,1.0
12-Sep-2013,2013-09-12,0.9249,1.329,1.5811,1.0
13-Sep-2013,2013-09-13,0.9235,1.3295,1.5812,1.0
16-Sep-2013,2013-09-16,0.9324,1.3357,1.5924,1.0
17-Sep-2013,2013-09-17,0.9313,1.3356,1.5903,1.0
18-Sep-2013,2013-09-18,0.935,1.3352,1.5966,1.0
19-Sep-2013,2013-09-19,0.9496,1.3545,1.6081,1.0
20-Sep-2013,2013-09-20,0.9454,1.3514,1.6024,1.0
23-Sep-2013,2013-09-23,0.9432,1.3508,1.6052,1.0
24-Sep-2013,2013-09-24,0.9411,1.3473,1.5982,1.0
25-Sep-2013,2013-09-25,0.9381,1.3504,1.604,1.0
26-Sep-2013,2013-09-26,0.9376,1.3499,1.6057,1.0
27-Sep-2013,2013-09-27,0.9359,1.3537,1.6088,1.0
30-Sep-2013,2013-09-30,0.9309,1.3505,1.6153,1.0
1-Oct-2013,2013-10-01,0.9396,1.3554,1.6230000000000002,1.0
2-Oct-2013,2013-10-02,0.9369,1.3515,1.6202,1.0
3-Oct-2013,2013-10-03,0.9391,1.3594,1.6215,1.0
4-Oct-2013,2013-10-04,0.9443,1.3593,1.6048,1.0
7-Oct-2013,2013-10-07,0.9443,1.3572,1.607,1.0
8-Oct-2013,2013-10-08,0.9434,1.3576,1.6082,1.0
9-Oct-2013,2013-10-09,0.9434,1.3515,1.5972,1.0
10-Oct-2013,2013-10-10,0.9397,1.3532,1.5938,1.0
11-Oct-2013,2013-10-11,0.947,1.3566,1.5977,1.0
15-Oct-2013,2013-10-15,0.9533,1.3493,1.5923,1.0
16-Oct-2013,2013-10-16,0.9525,1.3561,1.6032,1.0
17-Oct-2013,2013-10-17,0.9542,1.3662,1.6059999999999999,1.0
18-Oct-2013,2013-10-18,0.9617,1.3684,1.6212,1.0
21-Oct-2013,2013-10-21,0.9672,1.3667,1.6167,1.0
22-Oct-2013,2013-10-22,0.9649,1.3674,1.6133,1.0
23-Oct-2013,2013-10-23,0.9655,1.3752,1.6130000000000002,1.0
24-Oct-2013,2013-10-24,0.9651,1.3805,1.6182,1.0
25-Oct-2013,2013-10-25,0.9615,1.3777,1.6199,1.0
28-Oct-2013,2013-10-28,0.9609,1.3784,1.6188,1.0
29-Oct-2013,2013-10-29,0.9515,1.3768,1.6069,1.0
30-Oct-2013,2013-10-30,0.9482,1.3755,1.6064,1.0
31-Oct-2013,2013-10-31,0.949,1.3641,1.6037,1.0
1-Nov-2013,2013-11-01,0.9481,1.3505,1.5955,1.0
4-Nov-2013,2013-11-04,0.9481,1.3506,1.5972,1.0
5-Nov-2013,2013-11-05,0.9467,1.3494,1.6048,1.0
6-Nov-2013,2013-11-06,0.9518,1.3517,1.6087,1.0
7-Nov-2013,2013-11-07,0.9477,1.3365,1.6081,1.0
8-Nov-2013,2013-11-08,0.9465,1.3431,1.6075,1.0
11-Nov-2013,2013-11-11,0.9382,1.3394,1.5993,1.0
12-Nov-2013,2013-11-12,0.9336,1.3432,1.5877,1.0
13-Nov-2013,2013-11-13,0.9306,1.3415,1.5965,1.0
14-Nov-2013,2013-11-14,0.9347,1.3436,1.6019,1.0
15-Nov-2013,2013-11-15,0.9344,1.3459999999999999,1.6077,1.0
18-Nov-2013,2013-11-18,0.9398,1.3517,1.6099,1.0
19-Nov-2013,2013-11-19,0.9386,1.3502,1.6075,1.0
20-Nov-2013,2013-11-20,0.9406,1.3527,1.6141,1.0
21-Nov-2013,2013-11-21,0.9296,1.3472,1.6129,1.0
22-Nov-2013,2013-11-22,0.9177,1.3518,1.6196,1.0
25-Nov-2013,2013-11-25,0.9144,1.3514,1.6205,1.0
26-Nov-2013,2013-11-26,0.9195,1.3547,1.6183,1.0
27-Nov-2013,2013-11-27,0.9123,1.3596,1.6319,1.0
2-Dec-2013,2013-12-02,0.9151,1.3536,1.6381,1.0
3-Dec-2013,2013-12-03,0.9068,1.3578,1.6429,1.0
4-Dec-2013,2013-12-04,0.9067,1.3592,1.6363,1.0
5-Dec-2013,2013-12-05,0.9041,1.3594,1.6345,1.0
6-Dec-2013,2013-12-06,0.9058,1.3661,1.6358,1.0
9-Dec-2013,2013-12-09,0.9105,1.3722,1.6380000000000001,1.0
10-Dec-2013,2013-12-10,0.9105,1.375,1.6439,1.0
11-Dec-2013,2013-12-11,0.9134,1.3767,1.6378,1.0
12-Dec-2013,2013-12-12,0.9025,1.3775,1.6402,1.0
13-Dec-2013,2013-12-13,0.8934,1.3727,1.6273,1.0
16-Dec-2013,2013-12-16,0.8954,1.3776,1.6323,1.0
17-Dec-2013,2013-12-17,0.8941,1.3749,1.626,1.0
18-Dec-2013,2013-12-18,0.8904,1.3749,1.6354,1.0
19-Dec-2013,2013-12-19,0.8836,1.3667,1.6372,1.0
20-Dec-2013,2013-12-20,0.8871,1.3655,1.6338,1.0
23-Dec-2013,2013-12-23,0.8945,1.3702,1.6357,1.0
24-Dec-2013,2013-12-24,0.892,1.3684,1.636,1.0
26-Dec-2013,2013-12-26,0.892,1.3684,1.636,1.0
27-Dec-2013,2013-12-27,0.8906,1.3814,1.6539,1.0
30-Dec-2013,2013-12-30,0.8865,1.3783,1.6468,1.0
2-Jan-2014,2014-01-02,0.8912,1.3658,1.6527,1.0
3-Jan-2014,2014-01-03,0.8982,1.3634,1.6463,1.0
6-Jan-2014,2014-01-06,0.8949,1.3602,1.6378,1.0
7-Jan-2014,2014-01-07,0.892,1.3641,1.6409,1.0
8-Jan-2014,2014-01-08,0.8931,1.3594,1.6423,1.0
9-Jan-2014,2014-01-09,0.8882,1.3612,1.6453,1.0
10-Jan-2014,2014-01-10,0.8905,1.3587,1.6423,1.0
13-Jan-2014,2014-01-13,0.9036,1.3654,1.6448,1.0
14-Jan-2014,2014-01-14,0.9035,1.3667,1.6426,1.0
15-Jan-2014,2014-01-15,0.8913,1.3606,1.6422,1.0
16-Jan-2014,2014-01-16,0.8814,1.3597,1.6335,1.0
17-Jan-2014,2014-01-17,0.8821,1.3584,1.6443,1.0
21-Jan-2014,2014-01-21,0.8821,1.3526,1.6417,1.0
22-Jan-2014,2014-01-22,0.8866,1.3566,1.6549,1.0
23-Jan-2014,2014-01-23,0.8798,1.3639,1.6596,1.0
24-Jan-2014,2014-01-24,0.8716,1.3687,1.6612,1.0
27-Jan-2014,2014-01-27,0.8716,1.3658,1.6562,1.0
28-Jan-2014,2014-01-28,0.8787,1.3649,1.6564,1.0
29-Jan-2014,2014-01-29,0.8806,1.3608,1.6558,1.0
30-Jan-2014,2014-01-30,0.8726,1.3574,1.6488,1.0
31-Jan-2014,2014-01-31,0.8763,1.3516,1.646,1.0
3-Feb-2014,2014-02-03,0.8755,1.3498,1.6333,1.0
4-Feb-2014,2014-02-04,0.888,1.3519,1.632,1.0
5-Feb-2014,2014-02-05,0.8892,1.3543,1.6274,1.0
6-Feb-2014,2014-02-06,0.8964,1.3495,1.631,1.0
7-Feb-2014,2014-02-07,0.894,1.3574,1.6335,1.0
10-Feb-2014,2014-02-10,0.8933,1.3638,1.6391,1.0
11-Feb-2014,2014-02-11,0.9009,1.3676,1.6434,1.0
12-Feb-2014,2014-02-12,0.905,1.3573,1.6526,1.0
13-Feb-2014,2014-02-13,0.8934,1.3675,1.663,1.0
14-Feb-2014,2014-02-14,0.8996,1.3707,1.6708,1.0
18-Feb-2014,2014-02-18,0.9057,1.3731,1.6683,1.0
19-Feb-2014,2014-02-19,0.9017,1.3745,1.6664,1.0
20-Feb-2014,2014-02-20,0.8954,1.3706,1.6655,1.0
21-Feb-2014,2014-02-21,0.8992,1.3707,1.6666,1.0
24-Feb-2014,2014-02-24,0.8968,1.3735,1.6639,1.0
25-Feb-2014,2014-02-25,0.9034,1.3754,1.6688,1.0
26-Feb-2014,2014-02-26,0.9011,1.3726,1.6691,1.0
27-Feb-2014,2014-02-27,0.894,1.3656,1.6641,1.0
28-Feb-2014,2014-02-28,0.8947,1.3813,1.6688,1.0
3-Mar-2014,2014-03-03,0.8947,1.3768,1.6716,1.0
4-Mar-2014,2014-03-04,0.893,1.3768,1.6691,1.0
5-Mar-2014,2014-03-05,0.896,1.3732,1.6703,1.0
6-Mar-2014,2014-03-06,0.9012,1.3745,1.6728,1.0
7-Mar-2014,2014-03-07,0.9088,1.3894,1.6765,1.0
10-Mar-2014,2014-03-10,0.9037,1.3881,1.6634,1.0
11-Mar-2014,2014-03-11,0.9029,1.385,1.661,1.0
12-Mar-2014,2014-03-12,0.8964,1.3887,1.6592,1.0
13-Mar-2014,2014-03-13,0.9072,1.3942,1.6714,1.0
14-Mar-2014,2014-03-14,0.901,1.3884,1.659,1.0
17-Mar-2014,2014-03-17,0.901,1.3906,1.661,1.0
18-Mar-2014,2014-03-18,0.9083,1.3902,1.6622,1.0
19-Mar-2014,2014-03-19,0.9119,1.3913,1.6653,1.0
20-Mar-2014,2014-03-20,0.902,1.3762,1.6516,1.0
21-Mar-2014,2014-03-21,0.9061,1.3780000000000001,1.6505,1.0
24-Mar-2014,2014-03-24,0.9081,1.3774,1.6491,1.0
25-Mar-2014,2014-03-25,0.9136,1.3789,1.6502,1.0
26-Mar-2014,2014-03-26,0.9195,1.3791,1.6546,1.0
27-Mar-2014,2014-03-27,0.9239,1.3758,1.6637,1.0
28-Mar-2014,2014-03-28,0.927,1.3759,1.6627,1.0
31-Mar-2014,2014-03-31,0.9221,1.3788,1.6643,1.0
1-Apr-2014,2014-04-01,0.9263,1.379,1.6643,1.0
2-Apr-2014,2014-04-02,0.9239,1.3795,1.6641,1.0
3-Apr-2014,2014-04-03,0.9219,1.3771,1.6591,1.0
4-Apr-2014,2014-04-04,0.9234,1.37,1.6586,1.0
7-Apr-2014,2014-04-07,0.9279,1.3723,1.6582,1.0
8-Apr-2014,2014-04-08,0.9292,1.3774,1.6714,1.0
9-Apr-2014,2014-04-09,0.9367,1.3794,1.6741,1.0
10-Apr-2014,2014-04-10,0.9414,1.3867,1.6788,1.0
11-Apr-2014,2014-04-11,0.9375,1.3872,1.6742,1.0
14-Apr-2014,2014-04-14,0.9392,1.3827,1.6719,1.0
15-Apr-2014,2014-04-15,0.9392,1.3803,1.6719,1.0
16-Apr-2014,2014-04-16,0.9378,1.3840000000000001,1.6789,1.0
17-Apr-2014,2014-04-17,0.9365,1.3855,1.6814,1.0
18-Apr-2014,2014-04-18,0.9365,1.3855,1.6814,1.0
21-Apr-2014,2014-04-21,0.9365,1.3855,1.6814,1.0
22-Apr-2014,2014-04-22,0.9356,1.3817,1.6822,1.0
23-Apr-2014,2014-04-23,0.9284,1.3834,1.6803,1.0
24-Apr-2014,2014-04-24,0.9294,1.382,1.679,1.0
25-Apr-2014,2014-04-25,0.9294,1.3831,1.6817,1.0
28-Apr-2014,2014-04-28,0.929,1.3861,1.6840000000000002,1.0
29-Apr-2014,2014-04-29,0.9242,1.3826,1.6804,1.0
30-Apr-2014,2014-04-30,0.9287,1.385,1.6821,1.0
1-May-2014,2014-05-01,0.9295,1.385,1.6902,1.0
2-May-2014,2014-05-02,0.9277,1.3862,1.6861,1.0
5-May-2014,2014-05-05,0.9269,1.3874,1.6869,1.0
6-May-2014,2014-05-06,0.9286,1.3945,1.6966,1.0
7-May-2014,2014-05-07,0.9344,1.3927,1.6965,1.0
8-May-2014,2014-05-08,0.9373,1.3953,1.6968,1.0
9-May-2014,2014-05-09,0.9362,1.3781,1.6896,1.0
12-May-2014,2014-05-12,0.9363,1.3765,1.6889,1.0
13-May-2014,2014-05-13,0.9344,1.3703,1.6832,1.0
14-May-2014,2014-05-14,0.9401,1.3719,1.6773,1.0
15-May-2014,2014-05-15,0.9376,1.3659,1.6754,1.0
16-May-2014,2014-05-16,0.9354,1.3696,1.6797,1.0
19-May-2014,2014-05-19,0.9351,1.3715,1.6818,1.0
20-May-2014,2014-05-20,0.9288,1.3702,1.6827,1.0
21-May-2014,2014-05-21,0.9235,1.3676,1.689,1.0
22-May-2014,2014-05-22,0.9264,1.3668,1.6865,1.0
23-May-2014,2014-05-23,0.9241,1.3630000000000002,1.6839,1.0
27-May-2014,2014-05-27,0.9271,1.3638,1.6822,1.0
28-May-2014,2014-05-28,0.9268,1.3608,1.6755,1.0
29-May-2014,2014-05-29,0.9283,1.3612,1.6725,1.0
30-May-2014,2014-05-30,0.9319,1.3607,1.673,1.0
2-Jun-2014,2014-06-02,0.926,1.3611,1.6754,1.0
3-Jun-2014,2014-06-03,0.927,1.3645,1.6744,1.0
4-Jun-2014,2014-06-04,0.9274,1.3627,1.6742,1.0
5-Jun-2014,2014-06-05,0.9278,1.3567,1.6765,1.0
6-Jun-2014,2014-06-06,0.9332,1.3642,1.6813,1.0
9-Jun-2014,2014-06-09,0.9332,1.3608,1.6809,1.0
10-Jun-2014,2014-06-10,0.9368,1.3547,1.6779,1.0
11-Jun-2014,2014-06-11,0.9385,1.3547,1.6780000000000002,1.0
12-Jun-2014,2014-06-12,0.9391,1.3528,1.6825,1.0
13-Jun-2014,2014-06-13,0.9418,1.3534,1.695,1.0
16-Jun-2014,2014-06-16,0.9412,1.3532,1.6968,1.0
17-Jun-2014,2014-06-17,0.9352,1.3568,1.6985,1.0
18-Jun-2014,2014-06-18,0.9337,1.3563,1.6945,1.0
19-Jun-2014,2014-06-19,0.9401,1.3619999999999999,1.7019,1.0
20-Jun-2014,2014-06-20,0.9405,1.3588,1.7043,1.0
23-Jun-2014,2014-06-23,0.9439,1.3596,1.7025,1.0
24-Jun-2014,2014-06-24,0.9422,1.3618,1.6993,1.0
25-Jun-2014,2014-06-25,0.9358,1.3615,1.6971,1.0
26-Jun-2014,2014-06-26,0.9406,1.3606,1.7028,1.0
27-Jun-2014,2014-06-27,0.9437,1.3619999999999999,1.7025,1.0
30-Jun-2014,2014-06-30,0.942,1.3658,1.7035,1.0
1-Jul-2014,2014-07-01,0.9454,1.3688,1.7136,1.0
2-Jul-2014,2014-07-02,0.9458,1.3656,1.7161,1.0
3-Jul-2014,2014-07-03,0.938,1.3646,1.7137,1.0
7-Jul-2014,2014-07-07,0.9356,1.3592,1.712,1.0
8-Jul-2014,2014-07-08,0.9385,1.3589,1.7119,1.0
9-Jul-2014,2014-07-09,0.9397,1.3603,1.7111,1.0
10-Jul-2014,2014-07-10,0.9397,1.3604,1.7112,1.0
11-Jul-2014,2014-07-11,0.9391,1.3595,1.7135,1.0
14-Jul-2014,2014-07-14,0.94,1.3627,1.7109999999999999,1.0
15-Jul-2014,2014-07-15,0.9387,1.3613,1.7152,1.0
16-Jul-2014,2014-07-16,0.9337,1.3532,1.7131,1.0
17-Jul-2014,2014-07-17,0.9377,1.3525,1.7109999999999999,1.0
18-Jul-2014,2014-07-18,0.9366,1.3525,1.7096,1.0
21-Jul-2014,2014-07-21,0.939,1.3518,1.7078,1.0
22-Jul-2014,2014-07-22,0.9389,1.3481,1.7068,1.0
23-Jul-2014,2014-07-23,0.9434,1.3465,1.7049,1.0
24-Jul-2014,2014-07-24,0.9448,1.3472,1.7013,1.0
25-Jul-2014,2014-07-25,0.9414,1.344,1.6986,1.0
28-Jul-2014,2014-07-28,0.939,1.3433,1.6986,1.0
29-Jul-2014,2014-07-29,0.9395,1.3429,1.6955,1.0
30-Jul-2014,2014-07-30,0.9382,1.3401,1.6935,1.0
31-Jul-2014,2014-07-31,0.9324,1.3379,1.6883,1.0
1-Aug-2014,2014-08-01,0.9294,1.3395,1.6836,1.0
4-Aug-2014,2014-08-04,0.9294,1.3422,1.6818,1.0
5-Aug-2014,2014-08-05,0.9342,1.3382,1.6871,1.0
6-Aug-2014,2014-08-06,0.9306,1.3345,1.683,1.0
7-Aug-2014,2014-08-07,0.9268,1.3368,1.6864,1.0
8-Aug-2014,2014-08-08,0.9246,1.3388,1.6805,1.0
11-Aug-2014,2014-08-11,0.928,1.3386,1.6782,1.0
12-Aug-2014,2014-08-12,0.9256,1.3346,1.6779,1.0
